,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
486,sz399704,深证上游,4695.254,-34.724,-0.734,4729.978,4707.864,4729.072,4680.612,439474769,7704109629
487,sz399705,深证中游,2816.134,12.074,0.431,2804.06,2796.844,2820.564,2793.614,2230074954,57453744083
488,sz399706,深证下游,6208.019,52.918,0.86,6155.101,6142.91,6209.599,6126.722,1926829525,46776388342
489,sz399707,CSSW证券,4916.622,-51.752,-1.042,4968.374,4955.573,4955.573,4909.14,811611690,8522135712
490,sz399802,500深市,5243.013,20.651,0.395,5222.362,5211.361,5256.19,5207.571,3242874665,51972447920
491,sz399803,工业4.0,3747.939,17.171,0.46,3730.768,3725.501,3750.07,3723.488,1123707188,33578839581
492,sz399804,中证体育,2116.127,32.069,1.539,2084.058,2085.635,2120.461,2082.611,1435062270,18718186894
493,sz399805,互联金融,2749.954,6.464,0.236,2743.49,2742.264,2763.881,2738.486,1014789243,16914557930
494,sz399806,环境治理,1212.067,-5.257,-0.432,1217.324,1213.446,1214.011,1203.412,370484126,2742925026
495,sz399807,高铁产业,1371.168,-9.682,-0.701,1380.85,1374.781,1374.781,1359.67,695208078,5140819387
496,sz399808,中证新能,2783.219,-0.344,-0.012,2783.563,2771.264,2787.865,2748.183,955025312,27442120937
497,sz399809,保险主题,1880.139,-8.894,-0.471,1889.033,1889.064,1912.261,1868.754,1232709417,11698308720
498,sz399810,CSSW传媒,3381.437,22.399,0.667,3359.038,3350.11,3392.009,3346.422,3566849185,44811176366
499,sz399811,CSSW电子,3105.076,25.153,0.817,3079.923,3082.267,3116.485,3079.938,1542787467,39865761146
500,sz399812,养老产业,6427.254,9.186,0.143,6418.068,6410.815,6428.648,6372.235,583411598,15976117171
501,sz399813,中证国安,5889.332,16.724,0.285,5872.608,5869.535,5896.435,5861.195,2536232448,44110886971
502,sz399814,大农业,1120.536,4.191,0.375,1116.345,1113.952,1122.67,1111.096,369348624,5346621797
503,sz399901,小康指数,5404.249,-40.689,-0.747,5444.938,5430.183,5430.183,5391.449,3578137000,44932791962
504,sz399903,中证100,3660.907,-7.023,-0.191,3667.93,3657.237,3661.907,3645.07,3333488500,71244310923
505,sz399905,中证 500,6021.84,12.257,0.204,6009.583,5999.617,6036.48,5987.268,6860260900,94323468475
506,sz399913,300 医药,9452.332,-72.154,-0.758,9524.486,9497.095,9497.095,9398.124,223566900,9556697383
507,sz399914,300 金融,5289.432,-53.131,-0.994,5342.563,5334.341,5334.341,5287.728,2279152400,20096706889
508,sz399928,中证能源,2576.943,-5.452,-0.211,2582.395,2573.419,2601.158,2563.872,710308300,4809827282
509,sz399932,中证消费,19128.117,157.793,0.832,18970.324,18936.166,19147.621,18898.252,270166300,10598564548
510,sz399933,中证医药,9436.157,-72.51,-0.763,9508.667,9486.361,9486.498,9391.736,502538500,16559355511
511,sz399934,中证金融,4973.976,-48.395,-0.964,5022.371,5014.749,5014.749,4971.868,3041325400,24362196898
512,sz399935,中证信息,4369.479,26.353,0.607,4343.126,4339.445,4384.365,4335.455,2352674100,69804724496
513,sz399959,军工指数,1444.483,-7.649,-0.527,1452.132,1449.491,1451.393,1442.797,262313081,5460062420
514,sz399965,800地产,3811.732,-1.696,-0.044,3813.428,3806.493,3834.085,3779.887,374693311,2741864121
515,sz399966,800非银,4899.673,-40.937,-0.829,4940.61,4931.37,4931.981,4888.453,893182185,11604716718
516,sz399967,中证军工,10640.038,-20.22,-0.19,10660.258,10639.176,10679.572,10611.628,600600835,11225271909
517,sz399970,移动互联,3215.311,27.019,0.847,3188.292,3185.31,3219.737,3182.275,3327633124,76340910213
518,sz399971,中证传媒,1472.243,10.75,0.736,1461.493,1458.02,1476.334,1456.009,2534225219,33127029218
519,sz399972,300深市,4660.808,17.967,0.387,4642.841,4629.552,4661.865,4621.323,2223478067,65231258341
520,sz399973,中证国防,1558.651,-10.458,-0.666,1569.109,1564.605,1566.801,1555.535,242110057,5154297081
521,sz399974,国企改革,1682.413,-1.869,-0.111,1684.282,1680.46,1683.68,1676.097,2500106199,52245696634
522,sz399975,证券公司,644.458,-6.753,-1.037,651.211,649.498,649.498,643.49,832716596,8675317674
523,sz399976,CS新能车,3637.421,8.506,0.234,3628.915,3615.576,3652.51,3599.586,394910138,16180913635
524,sz399982,500等权,7432.85,9.234,0.124,7423.616,7411.313,7448.788,7390.553,6860260900,94323468475
525,sz399983,地产等权,3862.789,-1.524,-0.039,3864.313,3845.649,3883.831,3820.844,185507756,1845045534
526,sz399986,中证银行,5824.642,-76.062,-1.289,5900.704,5892.479,5892.497,5823.785,1818349586,9464097795
527,sz399987,中证酒,7727.148,119.931,1.577,7607.217,7595.938,7737.378,7571.818,181437252,9393877638
528,sz399989,中证医疗,8843.1,-47.66,-0.536,8890.76,8865.406,8909.705,8788.131,213498315,7716111114
529,sz399990,煤炭等权,2661.826,9.39,0.354,2652.436,2650.134,2670.354,2640.351,504272054,3272861526
530,sz399991,一带一路,1972.142,-9.017,-0.455,1981.159,1974.004,1976.542,1963.526,2371920859,26988620475
531,sz399992,CSWD并购,1690.575,-0.314,-0.019,1690.889,1686.539,1690.575,1681.59,691705065,8963975410
532,sz399993,CSWD生科,3005.463,-13.726,-0.455,3019.189,3012.609,3023.988,2981.837,321281561,10006032731
533,sz399994,信息安全,1792.016,3.014,0.168,1789.002,1786.32,1800.503,1780.686,1826629495,32385833754
534,sz399995,基建工程,4329.489,-49.768,-1.136,4379.257,4364.173,4364.173,4306.974,1041472228,8052052318
535,sz399996,智能家居,2940.84,51.864,1.795,2888.976,2894.39,2942.048,2893.427,2265675565,48703792590
536,sz399997,中证白酒,13834.15,175.733,1.287,13658.417,13632.165,13849.164,13577.563,60012344,6761036727
537,sz399998,中证煤炭,2017.545,5.846,0.291,2011.699,2007.493,2024.303,2000.061,504272054,3272861526
538,sz980015,,8601.429,-57.705,-0.666,8659.134,8641.343,8649.693,8564.787,307276944,10419772480
539,sz980016,,7202.821,-47.946,-0.661,7250.767,7233.49,7241.525,7169.395,361803541,12703351976
540,sz980028,,10252.282,268.78,2.692,9983.502,9963.128,10254.628,9935.735,207810086,5678239128
541,sz980030,,4421.884,57.812,1.325,4364.072,4367.203,4435.989,4366.073,961878245,16620848158
542,sz980032,,11896.613,27.032,0.228,11869.581,11831.062,11954.896,11785.607,234288427,11048707046
