datetime,open,close,high,low,vol,amount,year,month,day,hour,minute,datetime,code,preclose,adj,volume
2021-07-19 15:00:00,0.8019999999999999,0.8209999999999998,0.8219999999999998,0.8019999999999999,2329074.0,189786032.0,2021,7,19,15,0,2021-07-19 15:00,512010,0.803,0.9999999999999999,2329074.0
2021-07-20 15:00:00,0.8179999999999998,0.8259999999999998,0.8319999999999999,0.8179999999999998,2273140.0,187523600.0,2021,7,20,15,0,2021-07-20 15:00,512010,0.8209999999999998,0.9999999999999999,2273140.0
2021-07-21 15:00:00,0.8279999999999998,0.8349999999999999,0.8359999999999999,0.8199999999999998,2051391.0,170282224.0,2021,7,21,15,0,2021-07-21 15:00,512010,0.8259999999999998,0.9999999999999999,2051391.0
2021-07-22 15:00:00,0.8329999999999999,0.8089999999999999,0.8339999999999999,0.8029999999999999,4782640.0,388468736.0,2021,7,22,15,0,2021-07-22 15:00,512010,0.8349999999999999,0.9999999999999999,4782640.0
2021-07-23 15:00:00,0.805,0.783,0.805,0.78,3728166.0,293128544.0,2021,7,23,15,0,2021-07-23 15:00,512010,0.8089999999999999,1.0,3728166.0
2021-07-26 15:00:00,0.778,0.741,0.778,0.722,5953661.0,444972736.0,2021,7,26,15,0,2021-07-26 15:00,512010,0.783,1.0,5953661.0
2021-07-27 15:00:00,0.737,0.711,0.742,0.71,3989970.0,290569984.0,2021,7,27,15,0,2021-07-27 15:00,512010,0.741,1.0,3989970.0
2021-07-28 15:00:00,0.707,0.732,0.733,0.698,3601678.0,258668544.0,2021,7,28,15,0,2021-07-28 15:00,512010,0.711,1.0,3601678.0
2021-07-29 15:00:00,0.74,0.748,0.754,0.74,3137260.0,234288144.0,2021,7,29,15,0,2021-07-29 15:00,512010,0.732,1.0,3137260.0
2021-07-30 15:00:00,0.745,0.741,0.745,0.722,2754864.0,201613600.0,2021,7,30,15,0,2021-07-30 15:00,512010,0.748,1.0,2754864.0
2021-08-02 15:00:00,0.738,0.751,0.753,0.711,3260324.0,239627008.0,2021,8,2,15,0,2021-08-02 15:00,512010,0.741,1.0,3260324.0
2021-08-03 15:00:00,0.745,0.778,0.781,0.742,4225871.0,324858592.0,2021,8,3,15,0,2021-08-03 15:00,512010,0.751,1.0,4225871.0
2021-08-04 15:00:00,0.779,0.778,0.781,0.763,3358601.0,259815728.0,2021,8,4,15,0,2021-08-04 15:00,512010,0.778,1.0,3358601.0
2021-08-05 15:00:00,0.773,0.772,0.783,0.761,2873798.0,222780480.0,2021,8,5,15,0,2021-08-05 15:00,512010,0.778,1.0,2873798.0
2021-08-06 15:00:00,0.767,0.744,0.768,0.737,3947473.0,295266464.0,2021,8,6,15,0,2021-08-06 15:00,512010,0.772,1.0,3947473.0
2021-08-09 15:00:00,0.735,0.749,0.75,0.733,2182127.0,162508736.0,2021,8,9,15,0,2021-08-09 15:00,512010,0.744,1.0,2182127.0
2021-08-10 15:00:00,0.751,0.759,0.759,0.738,2507011.0,187759024.0,2021,8,10,15,0,2021-08-10 15:00,512010,0.749,1.0,2507011.0
2021-08-11 15:00:00,0.759,0.742,0.76,0.739,3216755.0,239659712.0,2021,8,11,15,0,2021-08-11 15:00,512010,0.759,1.0,3216755.0
2021-08-12 15:00:00,0.735,0.729,0.742,0.726,2569860.0,188027376.0,2021,8,12,15,0,2021-08-12 15:00,512010,0.742,1.0,2569860.0
2021-08-13 15:00:00,0.73,0.727,0.737,0.72,2188300.0,159241472.0,2021,8,13,15,0,2021-08-13 15:00,512010,0.729,1.0,2188300.0
2021-08-16 15:00:00,0.725,0.724,0.728,0.719,2900626.0,210115392.0,2021,8,16,15,0,2021-08-16 15:00,512010,0.727,1.0,2900626.0
2021-08-17 15:00:00,0.721,0.699,0.727,0.695,4102160.0,291083680.0,2021,8,17,15,0,2021-08-17 15:00,512010,0.724,1.0,4102160.0
2021-08-18 15:00:00,0.699,0.698,0.707,0.694,2493139.0,174369232.0,2021,8,18,15,0,2021-08-18 15:00,512010,0.699,1.0,2493139.0
2021-08-19 15:00:00,0.699,0.701,0.709,0.698,2251624.0,158300912.0,2021,8,19,15,0,2021-08-19 15:00,512010,0.698,1.0,2251624.0
2021-08-20 15:00:00,0.69,0.665,0.691,0.658,5980170.0,400978592.0,2021,8,20,15,0,2021-08-20 15:00,512010,0.701,1.0,5980170.0
2021-08-23 15:00:00,0.66,0.675,0.677,0.654,3296534.0,219888144.0,2021,8,23,15,0,2021-08-23 15:00,512010,0.665,1.0,3296534.0
2021-08-24 15:00:00,0.676,0.688,0.691,0.674,2777824.0,190066272.0,2021,8,24,15,0,2021-08-24 15:00,512010,0.675,1.0,2777824.0
2021-08-25 15:00:00,0.688,0.692,0.698,0.681,2370191.0,163706544.0,2021,8,25,15,0,2021-08-25 15:00,512010,0.688,1.0,2370191.0
2021-08-26 15:00:00,0.692,0.666,0.692,0.665,3030083.0,203738256.0,2021,8,26,15,0,2021-08-26 15:00,512010,0.692,1.0,3030083.0
2021-08-27 15:00:00,0.664,0.665,0.681,0.662,2568728.0,172075648.0,2021,8,27,15,0,2021-08-27 15:00,512010,0.666,1.0,2568728.0
2021-08-30 15:00:00,0.668,0.663,0.673,0.657,2331907.0,155047792.0,2021,8,30,15,0,2021-08-30 15:00,512010,0.665,1.0,2331907.0
2021-08-31 15:00:00,0.663,0.648,0.67,0.647,3461468.0,226625280.0,2021,8,31,15,0,2021-08-31 15:00,512010,0.663,1.0,3461468.0
2021-09-01 15:00:00,0.649,0.659,0.667,0.636,3535003.0,230755120.0,2021,9,1,15,0,2021-09-01 15:00,512010,0.648,1.0,3535003.0
2021-09-02 15:00:00,0.66,0.638,0.661,0.636,4703862.0,303481440.0,2021,9,2,15,0,2021-09-02 15:00,512010,0.659,1.0,4703862.0
2021-09-03 15:00:00,0.637,0.641,0.646,0.626,3269406.0,208515536.0,2021,9,3,15,0,2021-09-03 15:00,512010,0.638,1.0,3269406.0
2021-09-06 15:00:00,0.643,0.675,0.677,0.641,5844830.0,388374560.0,2021,9,6,15,0,2021-09-06 15:00,512010,0.641,1.0,5844830.0
2021-09-07 15:00:00,0.673,0.673,0.673,0.664,4439655.0,296767712.0,2021,9,7,15,0,2021-09-07 15:00,512010,0.675,1.0,4439655.0
2021-09-08 15:00:00,0.673,0.667,0.675,0.663,2997586.0,200216144.0,2021,9,8,15,0,2021-09-08 15:00,512010,0.673,1.0,2997586.0
2021-09-09 15:00:00,0.667,0.667,0.674,0.662,2594912.0,172911296.0,2021,9,9,15,0,2021-09-09 15:00,512010,0.667,1.0,2594912.0
2021-09-10 15:00:00,0.666,0.664,0.668,0.656,3244196.0,214629856.0,2021,9,10,15,0,2021-09-10 15:00,512010,0.667,1.0,3244196.0
2021-09-13 15:00:00,0.668,0.659,0.675,0.654,4579965.0,303877216.0,2021,9,13,15,0,2021-09-13 15:00,512010,0.664,1.0,4579965.0
2021-09-14 15:00:00,0.66,0.663,0.67,0.657,3210119.0,213723568.0,2021,9,14,15,0,2021-09-14 15:00,512010,0.659,1.0,3210119.0
2021-09-15 15:00:00,0.66,0.652,0.662,0.648,3439183.0,224999280.0,2021,9,15,15,0,2021-09-15 15:00,512010,0.663,1.0,3439183.0
2021-09-16 15:00:00,0.649,0.654,0.66,0.643,3565882.0,232349600.0,2021,9,16,15,0,2021-09-16 15:00,512010,0.652,1.0,3565882.0
2021-09-17 15:00:00,0.652,0.684,0.688,0.647,6780414.0,456943584.0,2021,9,17,15,0,2021-09-17 15:00,512010,0.654,1.0,6780414.0
2021-09-22 15:00:00,0.676,0.68,0.693,0.673,3907624.0,266270880.0,2021,9,22,15,0,2021-09-22 15:00,512010,0.684,1.0,3907624.0
2021-09-23 15:00:00,0.678,0.68,0.69,0.67,3928163.0,267029728.0,2021,9,23,15,0,2021-09-23 15:00,512010,0.68,1.0,3928163.0
2021-09-24 15:00:00,0.677,0.685,0.691,0.673,4252611.0,290511296.0,2021,9,24,15,0,2021-09-24 15:00,512010,0.68,1.0,4252611.0
2021-09-27 15:00:00,0.694,0.696,0.706,0.683,4924113.0,342556928.0,2021,9,27,15,0,2021-09-27 15:00,512010,0.685,1.0,4924113.0
2021-09-28 15:00:00,0.694,0.691,0.701,0.683,4193676.0,289953888.0,2021,9,28,15,0,2021-09-28 15:00,512010,0.696,1.0,4193676.0
2021-09-29 15:00:00,0.684,0.68,0.69,0.673,4038617.0,274608224.0,2021,9,29,15,0,2021-09-29 15:00,512010,0.691,1.0,4038617.0
2021-09-30 15:00:00,0.679,0.69,0.692,0.678,3977983.0,273675520.0,2021,9,30,15,0,2021-09-30 15:00,512010,0.68,1.0,3977983.0
2021-10-08 15:00:00,0.687,0.694,0.698,0.678,3420161.0,236248336.0,2021,10,8,15,0,2021-10-08 15:00,512010,0.69,1.0,3420161.0
2021-10-11 15:00:00,0.692,0.683,0.703,0.68,4465211.0,307792672.0,2021,10,11,15,0,2021-10-11 15:00,512010,0.694,1.0,4465211.0
2021-10-12 15:00:00,0.679,0.68,0.69,0.673,3522499.0,240134672.0,2021,10,12,15,0,2021-10-12 15:00,512010,0.683,1.0,3522499.0
2021-10-13 15:00:00,0.677,0.692,0.694,0.675,4516488.0,308962112.0,2021,10,13,15,0,2021-10-13 15:00,512010,0.68,1.0,4516488.0
2021-10-14 15:00:00,0.689,0.677,0.692,0.672,5367176.0,365011232.0,2021,10,14,15,0,2021-10-14 15:00,512010,0.692,1.0,5367176.0
2021-10-15 15:00:00,0.671,0.669,0.674,0.664,4225696.0,282126208.0,2021,10,15,15,0,2021-10-15 15:00,512010,0.677,1.0,4225696.0
2021-10-18 15:00:00,0.668,0.657,0.669,0.653,3875695.0,254705568.0,2021,10,18,15,0,2021-10-18 15:00,512010,0.669,1.0,3875695.0
2021-10-19 15:00:00,0.656,0.667,0.671,0.655,3541829.0,235713840.0,2021,10,19,15,0,2021-10-19 15:00,512010,0.657,1.0,3541829.0
2021-10-20 15:00:00,0.666,0.665,0.671,0.653,3807600.0,251499536.0,2021,10,20,15,0,2021-10-20 15:00,512010,0.667,1.0,3807600.0
2021-10-21 15:00:00,0.664,0.662,0.669,0.659,3359352.0,222680064.0,2021,10,21,15,0,2021-10-21 15:00,512010,0.665,1.0,3359352.0
2021-10-22 15:00:00,0.662,0.666,0.67,0.658,3386091.0,225136464.0,2021,10,22,15,0,2021-10-22 15:00,512010,0.662,1.0,3386091.0
2021-10-25 15:00:00,0.665,0.668,0.672,0.664,3579101.0,238846576.0,2021,10,25,15,0,2021-10-25 15:00,512010,0.666,1.0,3579101.0
2021-10-26 15:00:00,0.665,0.663,0.672,0.661,3737525.0,248688400.0,2021,10,26,15,0,2021-10-26 15:00,512010,0.668,1.0,3737525.0
2021-10-27 15:00:00,0.662,0.648,0.663,0.646,4299082.0,280648256.0,2021,10,27,15,0,2021-10-27 15:00,512010,0.663,1.0,4299082.0
2021-10-28 15:00:00,0.646,0.646,0.653,0.642,3297931.0,213166112.0,2021,10,28,15,0,2021-10-28 15:00,512010,0.648,1.0,3297931.0
2021-10-29 15:00:00,0.645,0.655,0.657,0.636,4341736.0,281776992.0,2021,10,29,15,0,2021-10-29 15:00,512010,0.646,1.0,4341736.0
2021-11-01 15:00:00,0.654,0.642,0.657,0.638,5130813.0,329942432.0,2021,11,1,15,0,2021-11-01 15:00,512010,0.655,1.0,5130813.0
2021-11-02 15:00:00,0.64,0.632,0.645,0.63,5395610.0,344143520.0,2021,11,2,15,0,2021-11-02 15:00,512010,0.642,1.0,5395610.0
2021-11-03 15:00:00,0.634,0.638,0.644,0.634,3707732.0,236941872.0,2021,11,3,15,0,2021-11-03 15:00,512010,0.632,1.0,3707732.0
2021-11-04 15:00:00,0.64,0.641,0.645,0.636,3566723.0,228237504.0,2021,11,4,15,0,2021-11-04 15:00,512010,0.638,1.0,3566723.0
2021-11-05 15:00:00,0.64,0.641,0.647,0.638,3539424.0,227823248.0,2021,11,5,15,0,2021-11-05 15:00,512010,0.641,1.0,3539424.0
2021-11-08 15:00:00,0.641,0.627,0.641,0.623,7406020.0,465232928.0,2021,11,8,15,0,2021-11-08 15:00,512010,0.641,1.0,7406020.0
2021-11-09 15:00:00,0.627,0.631,0.633,0.624,3998887.0,251819872.0,2021,11,9,15,0,2021-11-09 15:00,512010,0.627,1.0,3998887.0
2021-11-10 15:00:00,0.631,0.647,0.648,0.623,7615805.0,486065824.0,2021,11,10,15,0,2021-11-10 15:00,512010,0.631,1.0,7615805.0
2021-11-11 15:00:00,0.644,0.645,0.65,0.64,5827430.0,375139712.0,2021,11,11,15,0,2021-11-11 15:00,512010,0.647,1.0,5827430.0
2021-11-12 15:00:00,0.646,0.642,0.647,0.64,4531603.0,291136928.0,2021,11,12,15,0,2021-11-12 15:00,512010,0.645,1.0,4531603.0
2021-11-15 15:00:00,0.642,0.656,0.656,0.641,6336343.0,412866304.0,2021,11,15,15,0,2021-11-15 15:00,512010,0.642,1.0,6336343.0
2021-11-16 15:00:00,0.657,0.676,0.678,0.656,10197210.0,683145152.0,2021,11,16,15,0,2021-11-16 15:00,512010,0.656,1.0,10197210.0
2021-11-17 15:00:00,0.677,0.676,0.685,0.671,5658725.0,382907360.0,2021,11,17,15,0,2021-11-17 15:00,512010,0.676,1.0,5658725.0
2021-11-18 15:00:00,0.673,0.661,0.674,0.659,5751268.0,381693888.0,2021,11,18,15,0,2021-11-18 15:00,512010,0.676,1.0,5751268.0
